page_link,canton,page_is_about_software,page_is_software_guide,page_contains_software_guide,guide_format,guide_topic,page_content
https://www.ag.ch/de/verwaltung/dgs/gesundheit/gesundheitsversorgung/restkostenfinanzierung/ambulant/elektronische-abrechnung,aargau,Yes,No,Yes,PDF,Health,The page discusses the electronic billing process in healthcare through a cantonal clearinghouse.
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/hr-aargau/pki-zertifizierungen,aargau,Yes,Yes,Yes,"Textual, PDF",E-governance and administration,"The page provides instructions for PKI certification, including how to apply for and renew digital certificates for various administrative tasks."
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/esteuerauszug,aargau,Yes,Yes,Yes,PDF,Finance and taxes,"The page provides information on eSteuerauszug, a feature that enhances the quality and transparency of the tax declaration process, and offers a PDF guide for importing bank data into EasyTax software."
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax,aargau,Yes,Yes,Yes,PDF,Finance and taxes,"The page provides information on the EasyTax software for electronic tax filing, including download links and guides."
https://www.ag.ch/de/verwaltung/dfr/statistik/erhebungen/bildungsstatistik/step-i-sonderschulen,aargau,No,No,Yes,PDF,Education,"Provides information on data collection procedures for special schools, including a PDF guide for data entry."
https://www.ag.ch/de/verwaltung/dfr/landwirtschaft/direktzahlungen-beitraege/datenerhebung-termine/kommunale-erhebungsstelle,aargau,Yes,No,Yes,PDF,"Environment, agriculture and natural resources",The page provides information on the role of the Kommunale Erhebungsstelle Landwirtschaft in collecting agricultural data and offers support for electronic data collection via the Agriportal.
https://www.ag.ch/de/verwaltung/dfr/landwirtschaft/direktzahlungen-beitraege/datenerhebung-termine/agrigis,aargau,Yes,Yes,Yes,"PDF, Video","Environment, agriculture and natural resources","The page provides comprehensive guides and tutorials on how to use agriGIS, a software for calculating and disbursing direct payments in agriculture."
https://www.ag.ch/de/verwaltung/dfr/geoportal/online-karten,aargau,Yes,Yes,Yes,"Textual, PDF","Maps, infrastructures and territorial planning","The page provides information on how to use online maps, including features like measuring distances, printing maps, and obtaining property owner information."
https://www.ag.ch/de/verwaltung/dfr/geoportal/geodaten/kartendownload,aargau,Yes,Yes,Yes,Textual,"Maps, infrastructures and territorial planning",The page offers a ZIP file containing an EMF file that can be edited in text processing software like Office Word or OpenOffice. It includes instructions for editing.
https://www.ag.ch/de/verwaltung/bvu/umwelt-natur-landschaft/umwelt/erdwaermenutzung/eignungskarte-erdwaerme,aargau,Yes,Yes,Yes,PDF,"Environment, agriculture and natural resources","The page provides information on the iEWS online tool for geothermal energy site analysis, including guidelines and conditions for usage."
https://www.ag.ch/de/verwaltung/bvu/umwelt-natur-landschaft/umwelt/abwasser/siedlungsentwaesserung,aargau,No,No,Yes,PDF,"Environment, agriculture and natural resources","The page provides comprehensive information on wastewater management, including PDF guides on data processing."
https://www.ag.ch/de/verwaltung/bvu/umwelt-natur-landschaft/hochwasserschutz-gewaesser/gefahrenkarte-hochwasser,aargau,No,Yes,Yes,PDF,"Maps, infrastructures and territorial planning","The page provides information on flood risks and hazards, including a PDF guide on how to use the Geoportal for viewing flood hazard maps."
https://www.ag.ch/de/verwaltung/bvu/raumentwicklung/digitale-services/eplanung-hilfe-infos/haeufig-gestellte-fragen,aargau,Yes,Yes,Yes,Text,E-governance and administration,"Provides a comprehensive FAQ about ePlanung, a digital service for spatial planning in the Canton of Aargau."
https://www.ag.ch/de/verwaltung/bvu/raumentwicklung/digitale-services/eplanung-hilfe-infos,aargau,Yes,Yes,Yes,PDF,"Maps, infrastructures and territorial planning","The page provides information and PDF guides about ePlanung, a digital service for regional planning."
https://www.ag.ch/de/verwaltung/bvu/mobilitaet-verkehr/strasseninfrastruktur/newsletter/beilagen-newsletter,aargau,Yes,No,Yes,PDF,"Maps, infrastructures and territorial planning","Discusses various topics related to road infrastructure, including Building Information Modeling (BIM)."
https://www.ag.ch/de/verwaltung/bvu/mobilitaet-verkehr/strasseninfrastruktur/integrales-management-system-ims,aargau,Yes,Yes,Yes,PDF,"Maps, infrastructures and territorial planning",Discusses the Integrales Management System (IMS) for accessing various documents related to civil engineering and territorial planning.
https://www.ag.ch/de/verwaltung/bvu/bauen/baubewilligungen/ebau-aargau/ebau-haeufige-fragen-support,aargau,Yes,Yes,Yes,PDF,"Maps, infrastructures and territorial planning","The page provides a FAQ and support for the eBau Aargau software, which is used for electronic building permit processes."
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/bibliothek-archiv/kantonsbibliothek/ausleihe-und-benutzung/swisscovery-plattform,aargau,Yes,Yes,Yes,PDF,Education,"Discusses the transition of the Kantonsbibliothek to the swisscovery platform, including registration and usage guidelines."
https://www.ag.ch/de/ueber-uns/jobs-karriere/bildungsangebote/uebungsdateien-informatik,aargau,Yes,Yes,Yes,ZIP,Education,"The page offers downloadable ZIP files for practicing various software applications like Excel, Outlook, PowerPoint, and more."
https://www.ag.ch/de/ueber-uns/jobs-karriere/arbeiten-beim-kanton-aargau/berufslehre-mittelschulpraktika?dc=367db75d-97cd-4741-8ff9-68aa2ce739a7_de,aargau,Yes,No,Yes,PDF,Education,"The page provides information on vocational training and internships in the field of information technology, including the development, implementation, and maintenance of IT solutions."
https://www.ag.ch/de/themen/coronavirus/contact-tracing-center/ct-app,aargau,Yes,No,Yes,PDF,Health,Discusses a Contact Tracing App for Covid-19 management in the Kanton Aargau.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=jagdstatistik-erfassen-290998da-82d0-425d-9fb7-7d39235bcb05_de,aargau,Yes,Yes,Yes,PDF,"Environment, agriculture and natural resources",Provides an electronic application for capturing hunting statistics and offers PDF guides for its usage.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=geodaten-beziehen-25a98e5f-f777-4bca-92d4-3a8a8e9a0ff3_de,aargau,Yes,Yes,Yes,Webpage/PDF,"Maps, infrastructures and territorial planning","The page provides a guide on how to access and download geospatial data, including costs and legal frameworks."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=fischfangstatistik-einreichen-af4c55e8-2bb3-44ae-96d9-36efd79dad25_de,aargau,Yes,Yes,Yes,PDF,"Environment, agriculture and natural resources",The page provides a platform for submitting fishing statistics and offers PDF guides on how to use the application.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=eplanung-portal-04a090a7-1305-47be-bec6-ac83e4607b59_de,aargau,Yes,No,Yes,Video,"Maps, infrastructures and territorial planning","The page provides information on the ""ePlanung Portal,"" a software for electronic planning, and mentions the availability of instructional videos."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=bkonline-starten-dcf3b88c-7eb7-41f2-93f9-d520d5908760_de,aargau,Yes,Yes,Yes,PDF,"Environment, agriculture and natural resources","The page provides information on BKOnline, a platform for forestry operations, including how to access it and technical support."
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=an-eanhoerungen-teilnehmen-e0ad19b4-9807-42a4-951d-e58102d11d57_de,aargau,Yes,Yes,Yes,PDF,E-governance and administration,Provides information on how to participate in e-hearings via the Smart Service Portal.
https://www.ag.ch/de/gerichte/ueber-uns/elektronischer-rechtsverkehr,aargau,Yes,Yes,Yes,PDF,E-governance and administration,"Provides instructions for submitting electronic legal documents, mentions software platforms IncaMail and SuisseID."
https://www.ag.ch/de/aktuell/anhoerungen-vernehmlassungen/eanhoerungen,aargau,Yes,No,Yes,PDF,E-governance and administration,Discusses the digital transformation of public hearings in Kanton Aargau through the eAnhörungen software.
https://www.ag.ch/de/verwaltung/sk/wahlen-abstimmungen,aargau,,No,No,,,"Discusses the preparation and distribution of voting materials, including the use of software for result calculation."
https://www.ag.ch/de/verwaltung/sk/recht/rechtsdienst/beschwerde,aargau,No,No,No,,,Provides information on the complaint procedure within the Canton of Aargau's administration.
https://www.ag.ch/de/verwaltung/sk/recht/rechtsdienst,aargau,No,No,No,,,"The page provides information about the legal services offered by the Regierungsrat, including legal advice and legal care."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/unternehmen/arbeitnehmerschutz-im-betrieb/jugendarbeit,aargau,No,No,No,,,"The page outlines the regulations and guidelines for the protection of young workers in Switzerland, focusing on health and safety."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/unternehmen/arbeitnehmerschutz-im-betrieb/gesundheitsschutz,aargau,No,No,No,,,The page outlines the responsibilities of employers in protecting the health of their employees according to Swiss law.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/unternehmen/arbeitnehmerschutz-im-betrieb/arbeitssicherheit,aargau,No,No,No,,,Discusses work safety regulations and guidelines.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/stellensuchende-arbeitslose/jugendarbeitslosigkeit/motivationssemester,aargau,No,No,No,,,"The page describes a program aimed at unemployed youth, offering education, work, and application training."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/stellensuchende-arbeitslose/jugendarbeitslosigkeit/hilfe-bei-der-lehrstellensuche,aargau,No,No,No,,,Provides information on various services and programs to assist young people in finding apprenticeships.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/stellensuchende-arbeitslose/jugendarbeitslosigkeit,aargau,No,No,No,,,"The page offers various measures to help young people enter the workforce, including projects for job search and motivational semesters."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/stellensuchende-arbeitslose/jobsuche/wie-bewerbe-ich-mich-richtig,aargau,No,No,No,,,The page offers tips and guidelines for job applicants on how to prepare effective applications and interviews.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/fachkraefte/informationen-kontaktstellen,aargau,No,No,No,,,"The webpage discusses the shortage of skilled professionals in various sectors, including IT, but does not provide a guide or software-related content."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=b31ff5c6-8782-452b-b6d6-8fabb976598e_de,aargau,Yes,No,No,,,Discusses the concept of Metaverse and its applications in healthcare through games developed by Aargauer Spieleentwickler.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=af03905c-3850-48af-a929-cfa09d490876_de,aargau,Yes,No,No,,,Discusses the use of Augmented Reality in various projects for process optimization and visual communication.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=9af97fa5-b505-476c-9c4a-c8a889b1be2d_de,aargau,Yes,No,No,,,"The page discusses the digital transformation of public services through the Smart Service Portal, focusing on customer-centricity and process optimization."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=95febeb4-de0e-4708-af6e-6251e3513daa_de,aargau,Yes,No,No,,,"Discusses ""ZeroAdmin,"" a web-based tool that autonomously creates offers based on digital drawings of models or components."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=7bc0f137-1b58-4653-aa64-368c16f81699_de,aargau,Yes,No,No,,,Discusses UAV-System technology and software for drone control.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=5186da89-e805-4b35-9cf0-b925ee547b11_de,aargau,No,No,No,,,"The page discusses the Work Life Aargau initiative, aimed at making the Aargau work location more attractive and providing a platform for employers to present themselves to skilled workers."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=3f7baafd-e438-4c23-be36-8e51a5de49d2_de,aargau,Yes,No,No,,,"Discusses the growth and activities of a robotics automation company, including software solutions."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=0d7f7802-894a-428f-a2df-e57f5178a4c4_de,aargau,Yes,No,No,,,"The page discusses bmc consulting AG's focus on software development and digitalization, particularly their new product for document management."
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/handelsregister/formulare-informationen/kollektivgesellschaft,aargau,No,No,No,,,The page provides forms and information related to the registration and modification of partnerships in the trade register.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/handelsregister/formulare-informationen/einzelunternehmen,aargau,No,No,No,,,Provides forms and information for registering or modifying a sole proprietorship in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/fachkraefte/monitoring-zum-fachkraeftemangel,aargau,No,No,No,,,The page discusses the shortage of skilled workers in various professions in the region of Aargau.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/arbeitnehmende/arbeitsbedingungen/jugendarbeit,aargau,No,No,No,,,The page discusses regulations and guidelines for the protection of young workers.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/arbeitnehmende/arbeitsbedingungen/gesundheitsschutz,aargau,No,No,No,,,The page focuses on health protection in the workplace and how employees can report inadequate conditions.
https://www.ag.ch/de/verwaltung/dvi/ueber-uns/organisation/generalsekretariat/haeusliche-gewalt/coronavirus-1,aargau,No,No,No,,,The page discusses the impact of the Coronavirus on domestic violence and offers resources for support.
https://www.ag.ch/de/verwaltung/dvi/ueber-uns/dossiers-projekte/risikomanagement-einwohnerregister-(ers),aargau,Yes,No,No,,,Discusses the risks and management strategies related to the software used for the cantonal resident register.
https://www.ag.ch/de/verwaltung/dvi/strassenverkehr/koerperbehinderung-verkehrsmedizin/koerperbehinderung/fahrzeug-fuehren-mit-mobilitaetsbehinderung,aargau,No,No,No,,,"The page provides information on driving with a mobility impairment, including the process for obtaining a learner's permit and potential vehicle modifications."
https://www.ag.ch/de/verwaltung/dvi/strassenverkehr/koerperbehinderung-verkehrsmedizin/koerperbehinderung,aargau,No,Yes,No,PDF,Social and public security,"Provides information on vehicle admission and services for people with mobility impairments, including a PDF guide."
https://www.ag.ch/de/verwaltung/dvi/strassenverkehr/formulare,aargau,No,No,No,,,"Provides various forms and guidelines related to road traffic, driving licenses, and vehicle registration."
https://www.ag.ch/de/verwaltung/dvi/strafverfolgung-strafvollzug/jva-lenzburg/portrait,aargau,No,No,No,,,"The page provides an overview of the JVA Lenzburg prison, its mission, and the services it offers, including security measures and staff training."
https://www.ag.ch/de/verwaltung/dvi/strafverfolgung-strafvollzug/jva-lenzburg/gewerbe,aargau,No,No,No,,,"Discusses various vocational and industrial activities within the prison system, such as bakery, bookbinding, and printing."
https://www.ag.ch/de/verwaltung/dvi/persoenliches-zivilstandswesen/zivilstandsfragen/meldung-auslaendisches-ereignis,aargau,No,No,No,,,The webpage returned a 404 error.
https://www.ag.ch/de/verwaltung/dvi/migration-integration/integration/programm-s,aargau,No,No,No,PDF,,"Discusses integration measures for asylum seekers, including language courses and employment opportunities."
https://www.ag.ch/de/verwaltung/dvi/migration-integration/integration/kantonales-integrationsprogramm/verstaendigung-und-gesellschaftliche-integration,aargau,No,No,No,,,Discusses the goals and measures for social integration and intercultural understanding in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dvi/kantonspolizei/verkehr-und-umwelt/verkehr,aargau,No,No,No,,,The page provides information on traffic and environmental issues managed by the Cantonal Police of Aargau.
https://www.ag.ch/de/verwaltung/dvi/kantonspolizei/praevention/betrug,aargau,,No,No,,,"Discusses various types of fraud, including telephone scams and online scams, with a brief mention of fake Microsoft support scams."
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/informatisiertes-grundbuch/ech-0134/bestellung-sedex-id,aargau,Yes,No,No,,,"Provides information on how to order a Sedex-ID for receiving messages, particularly for tax offices."
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/informatisiertes-grundbuch/ech-0134,aargau,Yes,No,No,,,Discusses the requirements and procedures for municipalities to receive land registry notifications via eCH-0134 compatible software.
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/grundstueckerwerb-durch-auslaender/uebersicht,aargau,No,No,No,,,The page provides information and guidelines on the acquisition of real estate in Switzerland by foreign individuals.
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/grundstueckerwerb-durch-auslaender/haeufige-fragen,aargau,No,No,No,,,The page provides information about regulations and frequently asked questions regarding the acquisition of real estate by foreigners in Switzerland.
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/rechtsaufsicht/kreissschreiben-weisungen-und-empfehlungen,aargau,No,No,No,,,"The page offers various guidelines and circulars related to municipal governance, including finance and legal matters."
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/gemeindezusammenarbeit/gemeindezusammenschluesse/vorgehen-bei-zusammenschlussprojekten,aargau,No,No,No,,,"Discusses the procedure for municipal mergers, including project organization and legal aspects."
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/gemeindezusammenarbeit/gemeindezusammenschluesse/unterstuetzung-durch-kanton,aargau,No,No,No,,,Discusses financial and legal support provided by the canton for municipal mergers.
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/finanzaufsicht/finanz-rechnungswesen/vorlagen,aargau,No,No,No,,,The page provides various financial templates and documents for accounting and financial management.
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/fachstelle-datenaustausch/einwohnerregister-(ers)/qualitaetskontrolle,aargau,Yes,No,No,,,"The page discusses quality assurance for communal and cantonal resident and object registers, including software updates."
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/fachstelle-datenaustausch/einwohnerregister-(ers)/einwohnerregister-(ers)-uebersicht,aargau,No,No,No,,,The page discusses the electronic retrieval of resident data for public and private entities for legal purposes.
https://www.ag.ch/de/verwaltung/dgs/verbraucherschutz/lebensmittelkontrolle/lebensmittelinspektorat/merkblaetter-lebensmittelinspektorat,aargau,No,No,No,,,The page provides guidelines on safe handling of food.
https://www.ag.ch/de/verwaltung/dgs/verbraucherschutz/export-und-zertifikate,aargau,No,No,No,,,"The page provides information on export certificates and guidelines for various types of goods, including food and cosmetics."
https://www.ag.ch/de/verwaltung/dgs/verbraucherschutz/chemie-biosicherheit/stoerfallvorsorge/formulare,aargau,No,No,No,,,The page provides various forms and guidelines related to emergency preparedness for chemical incidents in the Kanton Aargau.
https://www.ag.ch/de/verwaltung/dgs/verbraucherschutz/chemie-biosicherheit/einsatzplanung,aargau,No,No,No,,,"Discusses the planning and preparation for emergency situations, specifically in the context of chemical safety."
https://www.ag.ch/de/verwaltung/dgs/verbraucherschutz,aargau,No,No,No,,,"The content could not be fully retrieved, thus a conclusive analysis is not possible."
https://www.ag.ch/de/verwaltung/dgs/ueber-uns/dossiers-projekte/aktivtag-lernende,aargau,No,No,No,,,"The page describes an activity day for learners in the Canton of Aargau, focusing on social interactions and community service."
https://www.ag.ch/de/verwaltung/dgs/militaer-bevoelkerungsschutz/zivilschutz/zivilschutzausbildung/grundfunktion-betreuer,aargau,No,No,No,,,"The page provides information on the role of a caregiver in emergency situations, including possible further training options in various functions."
https://www.ag.ch/de/verwaltung/dgs/militaer-bevoelkerungsschutz/bevoelkerungsschutz/katastrophenvorsorge-(katavo)/verhaltensempfehlungen/trockenheit-waldbrandgefahr,aargau,No,No,No,,,The page provides general recommendations for behavior during dry conditions and wildfire risks.
https://www.ag.ch/de/verwaltung/dgs/militaer-bevoelkerungsschutz/bevoelkerungsschutz/katastrophenvorsorge-(katavo)/verhaltensempfehlungen/sirenensignale,aargau,No,No,No,,,Provides guidelines on how to respond to different types of siren alarms for emergency situations.
https://www.ag.ch/de/verwaltung/dgs/militaer-bevoelkerungsschutz/bevoelkerungsschutz/katastrophenvorsorge-(katavo)/verhaltensempfehlungen/kkw-stoerfall/evakuierung,aargau,No,No,No,,,"Provides guidelines for evacuation, including what to do before leaving the house and what to take with you."
https://www.ag.ch/de/verwaltung/dgs/gesundheit/kantonsaerztlicher-dienst/rettungswesen/first-responder-kanton-aargau,aargau,No,No,No,,,"The page discusses the First Responder system in the canton of Aargau, including guidelines and the use of Automated External Defibrillators (AEDs)."
https://www.ag.ch/de/verwaltung/dgs/gesundheit/kantonsaerztlicher-dienst/coronavirus/anforderungen-fuer-den-betrieb-von-testzentren/durch-aerzte-apotheker-und-laborleiter-gefuehrte-testzentren,aargau,No,No,No,,,The page outlines the requirements for operating COVID-19 test centers in the Kanton Aargau.
https://www.ag.ch/de/verwaltung/dgs/gesundheit/gesundheitsfoerderung-praevention/psychische-gesundheit/interventionen-und-angebote/gesund-im-wald,aargau,No,No,No,,,Discusses the health benefits of spending time in the forest and promotes the Mein Waldschatz initiative for mental well-being.
https://www.ag.ch/de/verwaltung/dgs/gesundheit/gesundheitsfoerderung-praevention/psychische-gesundheit/angebote-fuer-die-oeffentlichkeit-kampagnen/tipps-fuer-den-alltag,aargau,No,No,No,,,"The page offers tips and resources for maintaining mental health, particularly during challenging times."
https://www.ag.ch/de/verwaltung/dgs/gesundheit/gesundheitsberufe/berufsausuebungsbewilligungen/zahnarzt-zahnaerztin,aargau,No,No,No,,,"Provides information on the requirements and procedures for practicing as a dentist in the canton of Aargau, including necessary permits and forms."
https://www.ag.ch/de/verwaltung/dgs/gesellschaft/soziales/service-fuer-gemeinden-behoerden,aargau,No,No,No,,,"The page provides information on social services, including various forms and guidelines, but does not relate to software."
https://www.ag.ch/de/verwaltung/dgs/gesellschaft/soziales/handbuch-soziales/23-elternschaftsbeihilfe/23-4-berechnung-der-elternschaftsbeihilfe,aargau,No,No,No,,,Discusses the calculation of parental benefits in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dgs/gesellschaft/familie/soziale-teilhabe-und-partizipation/begegnungsorte-fuer-familien/rueckblick-veranstaltung-begegnungsorte-fuer-familien,aargau,No,No,No,,,The page discusses community meeting places for families and their importance for child development.
https://www.ag.ch/de/verwaltung/dgs/gesellschaft/familie/soziale-teilhabe-und-partizipation/begegnungsorte-fuer-familien,aargau,No,No,No,,,The page discusses social participation and meeting places for families in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dgs/gesellschaft/familie/privatpersonen/angebotsuebersicht-fruehe-kindheit/heilpaedagogische-frueherziehung,aargau,No,No,No,,,The page provides information on early special education services for infants and young children with disabilities or developmental issues.
https://www.ag.ch/de/verwaltung/dgs/gesellschaft/alter/aeltere-bevoelkerung/wanderinstallation-alt,aargau,No,No,No,,,"The page discusses a traveling installation about aging, offering technical details and scheduling information but does not relate to software."
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/kantonales-steueramt,aargau,No,No,No,,,The page is about the Cantonal Tax Office of Aargau and its various functions and departments.
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/informatik-aargau/fernwartung,aargau,Yes,Yes (webpage guide),No,Webpage,E-governance and administration,"The webpage provides instructions for remote support using the ISL Client, including how to establish a connection and receive support."
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/informatik-aargau,aargau,Yes,No,No,,,"The page provides an overview of the Informatik Aargau department, responsible for the strategy and operation of central IT services in the Canton of Aargau."
https://www.ag.ch/de/verwaltung/dfr/steuern/quellensteuer/arbeitgebende/tarife-wegleitungen,aargau,No,No,No,,,The page provides information on tax rates and guidelines for employers in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dfr/steuern/quellensteuer/arbeitgebende/anmeldeformular,aargau,No,No,No,,,The page content is insufficient for a detailed summary.
https://www.ag.ch/de/verwaltung/dfr/steuern/quellensteuer/arbeitgebende,aargau,No,No,No,,,Provides information on withholding tax rates and procedures for employers in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuerthemen/steuerpflichten,aargau,No,No,No,,,"The page provides information on tax obligations, including various PDF guides related to taxation."
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuerthemen/erwerbstaetigkeit-abzuege,aargau,No,No,No,,,The page provides information on tax deductions related to employment income.
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/haeufige-fragen-zu-easytax,aargau,Yes,Yes (webpage guide),No,Webpage,Finance and taxes,"The webpage provides a FAQ section for EasyTax, a tax software."
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuerarten/erbschafts-schenkungssteuern,aargau,No,No,No,PDF,,Provides information on inheritance and gift taxes in the Kanton Aargau.
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/merkblaetter-richtlinien,aargau,No,No,No,,,The page provides various guidelines and directives related to taxation for natural persons.
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/formulare-broschueren,aargau,No,No,No,,,Provides tax forms and guides for natural persons in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dfr/steuern/juristische-personen/steuererklaerungen/steuererklaerungen-fruehere-perioden,aargau,Yes,No,No,PDF,,"Provides tax forms and guidelines for legal entities, mentions eTAX AARGAU software for tax filing."
https://www.ag.ch/de/verwaltung/dfr/steuern/juristische-personen/merkblaetter-richtlinien,aargau,No,No,No,,,The page provides guidelines and forms related to taxation for legal entities.
