page_link,software_name,software_name_chatGPT,canton,software_name_explanation,page_is_about_software,page_is_software_guide,page_contains_software_guide,guide_format,guide_topic,page_content,Main Content Elements,Search Function,Images,Immediate Feedback Mechanisms,Animations,Multimedia Elements,Hyperlinks,Navigation Menu,Structured Contents,Interactive Elements,Accessibility Issues
https://www.gsi.be.ch/de/start/themen/soziales/behinderung/blg/berner-modell.html,AssistMe,AssistMe,bern,"The page provides information about the Berner Modell, a system for supporting people with disabilities.",Yes,No,Yes,Video,Social and public security,"Discusses the ""AssistMe"" web-based application for handling individual support needs for people with disabilities in the Canton of Bern.",2,TRUE,2,FALSE,0,4,TRUE,TRUE,TRUE,1,4
https://www.gr.ch/DE/institutionen/verwaltung/djsg/afm/dienstleistungen/PKI/Seiten/PIN-Entsperrung.aspx,"ATOS Smart-Cards, Gemalto Smart-Cards","ATOS Smart-Cards, Gemalto Smart-Cards",graubunden,"The page provides information on how to unlock the PIN of ATOS and Gemalto Smart-Cards, including a mention of the End-User Benutzeranleitung PIN-Reset Gemalto Smart-Cards_V1.0 guide.",Yes,No,Yes,PDF,E-governance and administration,The page provides instructions for unlocking PINs on ATOS and Gemalto Smart-Cards.,2,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,3
https://www.kaio.fin.be.ch/de/start/dienstleistungen/arbeitsplatz/zwei-faktor-authentifizierung--2fa-/pin-reset.html,Authenticator-App,Authenticator-App,bern,The page provides a guide on how to reset your PIN for logging into your PC workstation using two-factor authentication.,Yes,Yes,No,Webpage,E-governance and administration,Provides a guide on how to reset the PIN for two-factor authentication.,2,TRUE,7,FALSE,0,0,TRUE,TRUE,TRUE,1,4
https://www.steuerverwaltung.bs.ch/baltax-help-point.html,BalTax,BalTax,basel_stadt,"The page provides information on BalTax Help Point, a support service for BalTax software.",Yes,No,Yes,PDF,Finance and taxes,"The page provides assistance for using BalTax, an online solution for electronic tax declarations, and offers downloadable PDF guides.",1,TRUE,2,FALSE,0,0,TRUE,FALSE,TRUE,0,5
https://www.steuerverwaltung.bs.ch/steuererklaerung/natuerliche-personen/baltax.html,"BalTax, oBeam","BalTax, oBeam",basel_stadt,"The page provides comprehensive information on BalTax, a software solution for filling out tax returns. It also mentions oBeam, an app for digitizing paper documents.",Yes,Yes,Yes,Webpage,Finance and taxes,"Discusses BalTax, a software solution for filling out tax declarations, available for multiple platforms.",2,TRUE,1,FALSE,0,0,TRUE,FALSE,TRUE,0,3
https://www.sv.fin.be.ch/de/start/e-services/uebersicht-elektronische-dienste/faq-be-login.html,"BE-Login, TaxMe-Online, Dr. Tax, Mozilla Firefox, Microsoft Edge, Google Chrome, Safari","BE-Login, TaxMe-Online, Dr. Tax, Mozilla Firefox, Microsoft Edge, Google Chrome, Safari",bern,"The page provides a comprehensive FAQ about BE-Login, covering topics like registration, technical requirements, and document upload for tax filing.",Yes,Yes,No,Webpage,E-governance and administration,"The page provides a comprehensive FAQ about BE-Login, a platform for electronic tax filing in the Canton of Bern.",47,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,46,4
https://ar.ch/verwaltung/departement-bildung-und-kultur/amt-fuer-mittel-und-hochschulen-und-berufsbildung/abteilung-berufsbildung/berufsbildungsportal/,Berufsbildungsportal,Berufsbildungsportal,appenzell_ausserroden,"The page introduces the Berufsbildungsportal, a service that allows users to manage and view their vocational training data.",Yes,Yes,Yes,"Webpage, Video",Education,"Discusses the Berufsbildungsportal, a service for managing educational data in Appenzell Ausserrhoden.",2,FALSE,2,FALSE,0,4,TRUE,TRUE,TRUE,0,6
https://www.sta.be.ch/de/start/themen/wahlen-und-abstimmungen/infos-fuer-gemeinden/wahl--und-abstimmungssoftware-bewas.html,"BEWAS, FreeOTP App, Google Authenticator","BEWAS, FreeOTP App, Google Authenticator",bern,The page offers guidance and resources for using the BEWAS software for elections and referendums.,Yes,Yes,Yes,"Video, PDF",E-governance and administration,"Provides training videos, a handbook, and troubleshooting tips for the BEWAS software used in elections and voting.",2,TRUE,0,FALSE,0,8,TRUE,TRUE,TRUE,1,6
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=bkonline-starten-dcf3b88c-7eb7-41f2-93f9-d520d5908760_de,BKOnline,BKOnline,aargau,"The page provides instructions for accessing and using the BKOnline platform, which is intended for employees of forestry companies.",Yes,No,Yes,PDF,"Environment, agriculture and natural resources","The page provides information on BKOnline, a platform for forestry operations, including how to access it and technical support.",4,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,3
https://informatik.tg.ch/download/servicedesk.html/5379,Bonsai,"TeamViewer 15,ky2help,Bonsai",thurgau,"The page provides download links and learning videos for various software tools including TeamViewer 15, ky2help, and Bonsai - Datenaustausch-Plattform.",Yes,No,Yes,PDF,Communication and collaboration,The page offers various tools and learning videos for TeamViewer and ky2help.,3,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,1,1
https://kswillisau.lu.ch/dokumente,BYOD Software,BYOD Software,lucerne,"The page contains various documents and guidelines, including software installation instructions for BYOD (Bring Your Own Device).",Yes,No,Yes,Document,Education,"Provides various documents and guidelines for students, including software installation instructions for BYOD (Bring Your Own Device).",1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,7
https://www.fr.ch/de/kub/cantook-e-books-und-hoerbuecher-in-franzoesischer-sprache,"Cantook, Aldiko Next, Thorium","Cantook, Aldiko Next, Thorium",freiburg,"The page provides information about Cantook, a platform offering a wide range of E-Books and audiobooks in French. It also mentions compatible software and apps like ""Aldiko Next"" and ""Thorium"" for reading and listening.",Yes,Yes,Yes,Webpage,Culture and tourism,"The page provides information on Cantook, a platform for E-Books and audiobooks, including how to access and use the service.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.gr.ch/DE/institutionen/verwaltung/djsg/afm/dienstleistungen/PKI/Seiten/CardOS-API-Middleware.aspx,CardOS API,CardOS API,graubunden,"The page provides information on CardOS API, which allows cryptographic applications to communicate and authenticate with CardOS Smart-Cards.",Yes,No,No,Webpage,E-governance and administration,"The page discusses the CardOS API, which enables cryptographic applications to communicate and authenticate with CardOS Smart-Cards. It is compatible only with Microsoft Windows.",2,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,3
https://so.ch/verwaltung/bau-und-justizdepartement/motorfahrzeugkontrolle/fuer-garagen-partner/prueftermin-reservieren/,cari Online Dispo,cari Online Dispo,solothurn,The page provides information for garage partners on how to reserve inspection appointments using the cari Online Dispo system.,No,No,Yes,PDF,Others,"The page provides information on how to reserve vehicle inspection appointments online, specifically for garage partners. It includes a PDF guide for the process.",2,FALSE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.agi.dij.be.ch/de/start/dienstleistungen/check-service.html,"Check-Service amtliche Vermessung, CheckGWR, Check-Service Nutzungsplanung, Check-Service Planungszonen, ilivalidator","Check-Service amtliche Vermessung, CheckGWR, Check-Service Nutzungsplanung, Check-Service Planungszonen, ilivalidator",bern,The page provides information about various Check-Services offered by the Canton of Bern for verifying itf-Daten and other data related to land surveying and planning.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page provides information on various Check-Services offered by the Canton of Bern for verifying geospatial and planning data, including the use of INTERLIS data models.",6,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,5,4
https://rawi.lu.ch/down_loads/downloads_geo/av_handbuch/av_handbuch_stufe_kanton,"Checkservices, HO33","Checkservices, HO33",lucerne,"The page provides comprehensive guidelines, instructions, and recommendations for official surveying in the Canton of Lucerne. It includes various directives and manuals for data models and technical foundations.",No,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides guidelines and instructions related to geoinformation and official surveying in the Canton of Luzern.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.gl.ch/verwaltung/sicherheit-und-justiz/justiz/strassenverkehrsamt.html/1678/news/716/newsarchive/1,CLS-ZEK,CLS-ZEK,glarus,The page provides guidelines for customers regarding the 'Code 178' which restricts the change of vehicle ownership.,No,No,Yes,PDF,Others,"The page discusses the introduction of ""eCode 178"" for vehicle leasing and provides PDF forms for entry and deletion of the code.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,1
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/komponenten/karte.zhweb-noredirect.zhweb-cache.html?node-id=21161%3A184412,Designsystem for Websites & Webapplikationen,Designsystem for Websites & Webapplikationen,zurich,"The page details the implementation of a map component within a design system, including features like location pins, zoom functions, and user location integration.",Yes,Yes,No,Webpage,E-governance and administration,"The page provides guidelines on how to use map components in websites and web applications, including features like zoom and pin placement.",3,TRUE,0,FALSE,0,1,TRUE,TRUE,TRUE,1,7
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/muster/anleitung.zhweb-noredirect.zhweb-cache.html?node-id=18450%3A170695,Designsystem for Websites & Webapplikationen,Designsystem for Websites & Webapplikationen,zurich,The page provides guidelines for creating instructions and checklists within a design system for websites and web applications.,Yes,Yes,No,Webpage,Communication and collaboration,The page provides a guide on how to create step-by-step instructions and checklists for websites and web applications.,3,TRUE,0,FALSE,0,1,TRUE,TRUE,TRUE,1,7
https://www.ai.ch/themen/kultur-und-geschichte/bibliotheken/volksbibliothek-appenzell/angebot/dibiost,"Dibiost,Onleihe","Dibiost,Onleihe",appenzell_inneroden,"The page provides information about Dibiost, a digital library service, and how to use the Onleihe app for borrowing electronic media.",Yes,Yes,No,Webpage,Education,The page provides a guide on how to use the Digital Library Ostschweiz (Dibiost) for electronic media borrowing.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,9
https://www.sozialhilfe.bs.ch/ueber-uns/Digitaler-Briefkasten/Anleitung-Digitaler-Briefkasten.html,Digitaler Briefkasten,Digitaler Briefkasten,basel_stadt,The page provides instructions on how to use the digital mailbox service offered by Sozialhilfe Kanton Basel-Stadt.,Yes,Yes,No,Webpage,Social and public security,The page provides a guide on how to use a digital mailbox for securely transmitting files to the Social Welfare Office in Basel-Stadt.,1,TRUE,0,FALSE,0,0,TRUE,FALSE,TRUE,0,3
https://www.agi.dij.be.ch/de/start/geoportal/datenmodelle/beschreibung-kantonaler-datenmodelle.html,"DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap","DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap",bern,"The page provides detailed information on various data models used for different purposes, including land surveying, land use planning, and energy planning.",Yes,Yes,Yes,"PDF, Interlis-Datei","Maps, infrastructures and territorial planning",Provides descriptions and guidelines for various kanton-level data models related to mapping and infrastructure.,7,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,6,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2,DSK2,DSK2,freiburg,"The page serves as the user manual for the DSK2 system, providing an overview of its functionalities and navigation principles.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","Serves as a user manual for the DSK2 application, covering various functionalities and navigation principles.",1,TRUE,0,FALSE,0,1,TRUE,TRUE,TRUE,1,9
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-aktensuche,DSK2,DSK2,freiburg,"The page provides instructions for searching for files within the DSK2 system, explaining the search criteria and how to navigate the results.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page is a guide on how to use the ""Aktensuche"" (File Search) feature in the DSK2 software for geomatics and land management tasks.",2,TRUE,1,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-dem-vga-vorbehaltene-aktionen,DSK2,DSK2,freiburg,The page provides instructions for actions reserved for VGA within the DSK2 system.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page outlines actions in the DSK2 software that are reserved for VGA.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals,DSK2,DSK2,freiburg,"The page serves as an index for various topics related to creating and printing acts/verbals in DSK2, including rules, dossier management, and billing.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",Provides a detailed guide on creating and printing acts in the DSK2 application.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dks2-leitfaden-zur-erfassung-eines-akts,DSK2,DSK2,freiburg,"The page discusses the management of area changes and corrections, and provides guidance on how to use the ""Flächenverwaltung"" feature in DSK2.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page is a guide on how to manage area changes using the DSK2 software.,1,TRUE,2,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts,DSK2,DSK2,freiburg,"The page outlines the initial steps for opening a ""Vorprojekt"" dossier and entering relevant information.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide on how to open a case file in DSK2 software.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-0,DSK2,DSK2,freiburg,The page offers guidance on inserting existing properties into the dossier and capturing elements for the title page.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide for inserting plots into DSK2 software.,1,TRUE,3,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-1,DSK2,DSK2,freiburg,The page provides a guide for capturing the necessary elements for the title page of an act/verbal document.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide for capturing elements for the title page of acts/records in DSK2 software.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-10,DSK2,DSK2,freiburg,"The page details how to withdraw an act in the GB within the DSK2 application, explaining the status changes and options available for the act after withdrawal.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",Discusses how to manage acts in the DSK2 application related to mapping and territorial planning.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-12,DSK2,DSK2,freiburg,The page explains that the status change to Definitiver Eintrag by the GB is directly visible in the DSK2 application and outlines the steps for transferring the act number from DSK2 to Capitastra.,Yes,Yes (webpage guide),No,Webpage,"Maps, infrastructures and territorial planning","The page provides a guide on how to handle definitive entries in the DSK2 application, particularly for land surveying and mapping.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-2,DSK2,DSK2,freiburg,"The page describes the process of transitioning to the Akt verfassen stage within the DSK2 application, where properties are assigned priorities based on existing records.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","Discusses the transition to the editorial phase in the DSK2 application, focusing on assigning priorities to properties.",1,TRUE,1,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-3,DSK2,DSK2,freiburg,"The page discusses how to manage priority levels for properties within the DSK2 application, including how to request a higher priority from other users via the internal mail system.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page serves as a guide for using DSK2 software, focusing on changing priorities for properties.",1,TRUE,2,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-4,DSK2,DSK2,freiburg,"The page provides detailed instructions on how to manage property mutations within the DSK2 application, including how to handle different types of properties and their associated rights.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page serves as a comprehensive guide for capturing and managing land records within the DSK2 software, detailing various functionalities and procedures.",1,TRUE,5,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-5,DSK2,DSK2,freiburg,"The page explains how to arrange properties within the Akten module of the DSK2 application, allowing the user to sort them as desired.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page serves as a guide for using the DSK2 software for property classification and printing reports.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-6,DSK2,DSK2,freiburg,"The page provides instructions on how to generate a Verbal report within the DSK2 application, detailing the steps and the notifications that the user will receive.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",Discusses the process of generating a verbal report in the DSK2 application.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-7,DSK2,DSK2,freiburg,"The page provides a comprehensive guide for capturing acts in the DSK2 system, detailing the required documents and formats.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page serves as a guide for using DSK2, a software for managing technical documents related to land mutations and other geomatics tasks.",2,TRUE,0,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-8,DSK2,DSK2,freiburg,"The page describes how to submit a change request within the DSK2 application, detailing the steps from the Abgabe VGA status to the Validation VGA status.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page serves as a guide for using the DSK2 software, specifically for filing a change request within the system.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-9,DSK2,DSK2,freiburg,"The page outlines the procedure for submitting records to GB (Grundbuch) through the DSK2 application, including how status changes are reflected.",Yes,Yes (webpage guide),No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide for surveyors on how to submit records through the DSK2 application.,1,TRUE,0,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-funktionsknoepfe,DSK2,DSK2,freiburg,"The page provides an overview of the functional buttons available in the DSK2 application, explaining their respective uses.",Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page serves as a guide for the functional buttons in the DSK2 software, detailing their various capabilities such as adding elements, deleting elements, and exporting data.",1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-grundstuecksuche,DSK2,DSK2,freiburg,The page offers a guide on how to search for properties using the Grundstücke model within the DSK2 application.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning",The page provides a guide on how to search for properties using the DSK2 software.,1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-honorarordnung-ho33,DSK2,DSK2,freiburg,The page provides a comprehensive guide on how to use the HO33 form within the DSK2 application for the purpose of official surveying.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","Discusses how to manage fees and billing in the DSK2 application, specifically through the HO33 form.",1,TRUE,0,FALSE,0,0,TRUE,TRUE,FALSE,0,4
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-honorarordnung-ho33/dsk2-hilfe-formular-ho33,DSK2,DSK2,freiburg,The page serves as a user manual for the HO33 form within the DSK2 web application. It provides a detailed walkthrough of the form's various sections and functionalities.,Yes,Yes,No,Webpage,"Maps, infrastructures and territorial planning","The page serves as a guide for filling out the HO33 form within the DSK2 software, detailing various elements and calculations involved.",1,TRUE,1,FALSE,0,0,TRUE,TRUE,TRUE,0,4
