page_link,guide_format,doc_links,page_is_software_guide,page_contains_software_guide,software_name,guide_topic,canton,software_name_chatGPT,software_name_explanation,page_content,Main Content Elements,Search Function,Images,number_of_pages,Multimedia Elements,Hyperlinks,Navigation Menu,Interactive Elements,Accessibility Issues,Content Length,Instructions Divided into Sections,a Table of Contents,a FAQ Section,a Glossary,an Introduction Section,Installation Instructions,Multilingual Support,Low-frequency Jargon,Tables,Lists/Enumerations,an Instructive Example,Feedback Mechanisms
https://so.ch/fileadmin/internet/vwd/vwd-awjf-jagd/pdf/Fischerei/Anleitung_Registrierung_Webshop.pdf,PDF,,Yes,N/A,Webshop EFJ2,"Environment, agriculture and natural resources",solothurn,Webshop EFJ2,N/A,N/A,1,False,20,6,0,False,False,0,2,375,False,False,False,False,False,True,False,7,0,0,True,False
https://so.ch/fileadmin/internet/vwd/vwd-awjf-jagd/pdf/Fischerei/Anleitung_Patentbezug_Webshop.pdf,PDF,,Yes,N/A,Webshop EFJ2,"Environment, agriculture and natural resources",solothurn,Webshop EFJ2,N/A,N/A,1,False,14,4,0,False,False,0,2,321,False,False,False,False,False,False,False,6,0,4,True,False
https://so.ch/fileadmin/internet/bjd/bjd-mfk/dokumente/pdf/garagen/Bedienungsanleitung_Garagen.pdf,PDF,,Yes,N/A,cari Online Dispo,Others,solothurn,cari Online Dispo,N/A,N/A,1,False,204,5,0,False,False,0,2,0,False,False,False,False,False,False,False,0,0,0,True,False
https://www.polizei.bs.ch/dam/jcr:7fc3dfd8-5e8d-48cd-81d3-6bf263414bd2/KPO003_Prod_Flyer_A5_Druckboegen_Ansicht_201005.pdf,PDF,,Yes,N/A,ParkingApp,Others,basel_stadt,,N/A,N/A,1,False,47,3,0,False,False,0,1,995,True,False,False,False,False,True,False,25,0,0,True,False
https://rawi.lu.ch/-/media/RAWI/Dokumente/Downloads/AV_Handbuch/AV_Handbuch_Stufe_Kanton/dm01avlu2401_mit_markierungen.pdf?rev=ee386000aa46403ab12e961739689220,PDF,,Yes,N/A,"Checkservices, HO33","Maps, infrastructures and territorial planning",lucerne,"Checkservices, HO33",N/A,N/A,1,False,2,49,0,True,False,0,1,10419,True,True,False,False,False,False,False,419,63,0,True,False
https://rawi.lu.ch/-/media/RAWI/Dokumente/Downloads/AV_Handbuch/AV_Handbuch_Stufe_Kanton/dm01avlu2401_uml.pdf?rev=4a7a6ba11afe44c58bf30418d9f87986,PDF,,Yes,N/A,"Checkservices, HO33","Maps, infrastructures and territorial planning",lucerne,"Checkservices, HO33",N/A,N/A,1,False,23,15,0,True,False,0,1,332,True,True,False,False,False,False,False,8,3,0,True,False
https://rawi.lu.ch/-/media/RAWI/Dokumente/Downloads/AV_Handbuch/AV_Handbuch_Stufe_Kanton/erl_dm01avlu2401.pdf?rev=4a05c9d0474b4d71915e73b0a2bc5508,PDF,,Yes,N/A,"Checkservices, HO33","Maps, infrastructures and territorial planning",lucerne,"Checkservices, HO33",N/A,N/A,1,False,22,67,0,True,False,0,1,15463,True,True,False,False,True,False,False,714,111,65,True,False
https://rawi.lu.ch/-/media/RAWI/Dokumente/Downloads/AV_Handbuch/AV_Handbuch_Stufe_Kanton/anl_checkch.pdf?rev=530f957ea8114908812cc6eef83a7cf4,PDF,,Yes,N/A,"Checkservices, HO33","Maps, infrastructures and territorial planning",lucerne,"Checkservices, HO33",N/A,N/A,1,False,9,16,0,True,False,0,1,4063,True,True,False,False,True,True,False,183,29,14,True,False
https://rawi.lu.ch/-/media/RAWI/Dokumente/Downloads/AV_Handbuch/AV_Handbuch_Stufe_Kanton/WEIS_Technische_Grundlagen_AVGBS_Transfer.pdf?rev=e2c0bfe2ddeb40fabef82ab0791f9e25,PDF,,Yes,N/A,"Checkservices, HO33","Maps, infrastructures and territorial planning",lucerne,"Checkservices, HO33",N/A,N/A,1,False,9,26,0,True,False,0,1,6343,True,True,False,False,True,True,False,224,12,37,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMS_Geomedia.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,18,5,0,True,False,0,2,331,True,False,False,False,False,False,False,17,9,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMTS_Geomedia.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,18,5,0,True,False,0,2,340,True,False,False,False,False,False,False,18,9,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWFS_Geomedia.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,18,5,0,True,False,0,2,323,True,False,False,False,False,False,False,16,8,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMS_QGIS.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,20,6,0,True,False,0,2,316,True,False,False,False,False,False,False,15,12,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMTS_QGIS.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,14,4,0,True,False,0,2,269,True,False,False,False,False,False,False,20,2,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWFS_QGIS.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,16,5,0,True,False,0,2,267,True,False,False,False,False,False,False,12,1,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMS_ArcMapArcCatalog.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,22,6,0,True,False,0,2,394,True,False,False,False,False,False,False,14,5,4,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMTS_ArcMapArcCatalog.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,23,7,0,True,False,0,2,414,True,False,False,False,False,False,False,18,1,4,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWFS_ArcMapArcCatalog.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,18,5,0,True,False,0,2,272,True,False,False,False,False,False,False,11,8,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMS_ArcGISPro.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,20,5,0,True,False,0,2,325,True,False,False,False,False,False,False,9,7,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMTS_ArcGISPro.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,20,5,0,True,False,0,2,340,True,False,False,False,False,False,False,10,6,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWFS_ArcGISPro.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,20,5,0,True,False,0,2,324,True,False,False,False,False,False,False,9,13,1,True,False
https://services.geo.sg.ch/wss/service/metadaten/guest/uebersicht/GeodiensteSG_EinbindungWMS_ArcGISEarth.pdf,PDF,,Yes,N/A,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop","Maps, infrastructures and territorial planning",st_gallen,"ESRI ArcMap, ArcGIS Pro, ArcGIS Earth, QGIS, GeoMedia Desktop",N/A,N/A,1,False,17,5,0,True,False,0,2,325,True,False,False,False,False,False,False,10,6,3,True,False
https://zg.ch/dam/jcr:c89456d8-b2e8-47b6-b22b-42db1fe85180/Dienstbarkeitspl%C3%A4ne%20aus%20ZugMaps.pdf,PDF,,Yes,N/A,ZugMap.ch,"Maps, infrastructures and territorial planning",zug,ZugMap.ch,N/A,N/A,1,False,4,2,0,True,False,0,1,133,True,False,False,False,False,False,False,10,0,16,True,False
https://www.zh.ch/content/dam/zhweb/bilder-dokumente/themen/mobilitaet/transportbewilligungen/personenbefoerderung/KTZH_AFM_Gesuchsformular_Personenbefoerderung_Anleitung_Google_Maps.pdf,PDF,,Yes,N/A,Google Maps,"Maps, infrastructures and territorial planning",zurich,,N/A,N/A,1,False,43,11,0,True,False,0,1,577,True,False,False,False,False,True,False,11,0,21,True,False
https://www.ur.ch/_docn/92828/Kurzanleitung_geo.ur.ch_28.07.2017.pdf,PDF,,Yes,N/A,Geo Uri,"Maps, infrastructures and territorial planning",uri,geo.ur.ch,N/A,N/A,1,False,14,1,0,True,False,0,1,156,True,False,False,False,False,False,False,6,0,0,True,False
https://www.sz.ch/public/upload/assets/64858/AgriGIS%20Export%20User.pdf?fp=1,PDF,,Yes,N/A,"Geoportal Kanton Schwyz,WebGIS,agriPortal/agriGIS","Maps, infrastructures and territorial planning",schwyz,"Geoportal Kanton Schwyz,WebGIS,agriPortal/agriGIS",N/A,N/A,1,False,5,2,0,False,False,0,2,196,True,False,False,False,False,False,False,11,0,5,True,False
https://www.sz.ch/public/upload/assets/64731/Wegleitung_GEP-Datenbewirtschaftung_SZ.pdf?fp=3,PDF,,Yes,N/A,GEP,"Maps, infrastructures and territorial planning",schwyz,,N/A,N/A,1,False,8,25,0,True,False,0,1,6635,True,True,False,True,True,False,False,229,7,0,True,False
https://www.sz.ch/public/upload/assets/64689/GEP%20Prozess%20Datenbewirtschaftung%201.pdf?fp=3,PDF,,Yes,N/A,GEP,"Maps, infrastructures and territorial planning",schwyz,,N/A,N/A,1,False,37,1,0,False,False,0,2,154,False,False,False,False,False,False,False,5,0,0,True,False
https://www.sz.ch/public/upload/assets/64700/GEP%20Prozess%20Datenbewirtschaftung%202.pdf?fp=2,PDF,,Yes,N/A,GEP,"Maps, infrastructures and territorial planning",schwyz,,N/A,N/A,1,False,43,1,0,False,False,0,2,114,False,False,False,False,False,False,False,3,0,0,True,False
https://www.sz.ch/public/upload/assets/64706/GEP%20Umsetzung%20Wegleitung%20Datenbewirtschaftung_Textl.%20Erl%C3%A4uterungen%20zum%20Ablauf_2023-01-19.pdf?fp=2,PDF,,Yes,N/A,GEP,"Maps, infrastructures and territorial planning",schwyz,,N/A,N/A,1,False,1,4,0,True,False,0,2,1096,True,False,False,False,False,False,False,45,0,0,True,False
https://www.sz.ch/public/upload/assets/60148/Registrierung_B%C3%BCrgerportal_eBau_v1.0.pdf?fp=1,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,5,2,0,True,False,0,2,214,True,False,False,False,False,True,False,4,0,6,True,False
https://www.sz.ch/public/upload/assets/56664/Anleitung_Beh%C3%B6rdenportal_eBau_v3.0.pdf?fp=1,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,233,79,0,True,False,0,2,15934,True,True,False,False,True,False,False,286,14,214,True,False
https://www.sz.ch/public/upload/assets/57552/Anleitung_GWR-Modul_v1.0.pdf?fp=1,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,76,23,0,True,False,0,2,3014,True,True,False,False,False,False,False,58,2,37,True,False
https://www.sz.ch/public/upload/assets/62982/Anleitung_zum_Zirkulationsmodul_v1.0.pdf?fp=2,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,61,19,0,False,False,0,2,3620,True,True,False,False,False,False,False,60,0,21,True,False
https://www.sz.ch/public/upload/assets/60147/Anleitung_Registrierung_auf_Behoerdenportal_eBau_v2.0.pdf?fp=2,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,5,2,0,True,False,0,2,367,True,False,False,False,False,True,False,11,0,10,True,False
https://www.sz.ch/public/upload/assets/56463/Uebersicht_Prozessabwicklung_vom_26._Oktober_2022.pdf?fp=2,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,0,4,0,False,False,0,1,882,True,True,False,False,True,False,False,27,4,0,False,False
https://www.sz.ch/public/upload/assets/56462/Kurzbeschrieb_Aufgabenmodul.pdf?fp=1,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,23,9,0,False,False,0,2,1764,True,True,False,False,False,False,False,37,0,29,True,False
https://www.sz.ch/public/upload/assets/62984/Anleitung_Dossierimporte_v1.0.pdf?fp=1,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,5,2,0,True,False,0,2,378,True,False,False,False,False,False,False,18,0,5,True,False
https://www.sz.ch/public/upload/assets/56461/Anleitung_eBau_Vorlagenerstellung_220706.pdf?fp=2,PDF,,Yes,N/A,eBau,"Maps, infrastructures and territorial planning",schwyz,eBau,N/A,N/A,1,False,4,8,0,False,False,0,2,1697,True,True,False,False,False,False,False,76,5,9,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_downloadlist/DownloadListPar/sgch_download.ocFile/Geoportal%20Uebersicht%20Naturgefahrenkarte.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,21,1,0,False,False,0,2,542,False,True,False,False,False,False,False,41,1,3,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download.ocFile/01_SG_WL_Einleitung_201513.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,3,8,0,False,False,0,1,2087,True,True,False,False,True,False,False,83,2,3,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_1204027373.ocFile/02_SG_WL_Begriffe_20151.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,3,11,0,False,False,0,1,3076,True,True,False,False,False,False,False,212,6,48,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_1859781262.ocFile/03_SG_WL_Objektkategorien_Schutzziele_20081.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,3,6,0,False,False,0,1,1033,True,True,False,False,True,False,False,61,23,1,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_1229093897.ocFile/06_SG_WL_Ph%C3%A4nomene_20151.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,2,16,0,True,False,0,1,4175,True,True,False,False,False,False,False,537,13,31,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_2076442045.ocFile/08_SG_WL_Gefahrenkarte_20151.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,5,23,0,False,False,0,1,8067,True,True,False,False,True,False,False,372,16,13,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_2100141787.ocFile/09_SG_WL_Risiken_Schutzdefizite_20151.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,3,32,0,False,False,0,1,8106,True,True,False,False,True,False,False,189,29,444,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_1025521945.ocFile/13%20SG%20WL%20DTM%20Modelldokumentation.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,19,17,0,True,False,0,2,2974,True,True,False,True,True,False,False,168,16,7,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_131007796.ocFile/DTM_NG_Weisung_20230207.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,32,20,0,True,False,0,2,3449,True,True,False,False,True,False,False,190,27,0,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download_348921327.ocFile/14_SG_WL_Datenbeschreibung_2020.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,13,38,0,True,False,0,1,6261,True,True,False,False,True,False,False,241,37,327,True,False
https://www.sg.ch/umwelt-natur/naturgefahren/gefahrenkarte/_jcr_content/Par/sgch_accordion_list/AccordionListPar/sgch_accordion_1410403651/AccordionPar/sgch_downloadlist/DownloadListPar/sgch_download.ocFile/Erfassungshandbuch%20StorMe%203.0.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",st_gallen,,N/A,N/A,1,False,70,32,0,False,False,0,1,8576,True,True,False,False,True,False,False,370,8,69,True,False
https://www.sg.ch/bauen/geoinformation/vermessung/kantonschecker/_jcr_content/Par/sgch_downloadlist/DownloadListPar/sgch_download.ocFile/Benutzung_KantonsChecker_Anleitung_206.pdf,PDF,,Yes,N/A,KantonsChecker (MOCHECKSG),"Maps, infrastructures and territorial planning",st_gallen,KantonsChecker (MOCHECKSG),N/A,N/A,1,False,11,11,0,False,False,0,2,3868,True,True,False,False,True,True,False,122,1,7,True,False
https://www.gva.bs.ch/dam/jcr:606a127f-d902-433e-85e7-a6be5345bd56/2021_GeoSuite-Interpolation_Kurzanleitung.pdf,PDF,,Yes,N/A,GeoSuite,"Maps, infrastructures and territorial planning",basel_stadt,,N/A,N/A,1,False,20,7,0,False,False,0,2,326,True,False,False,False,False,False,False,17,1,4,True,False
https://www.gr.ch/DE/institutionen/verwaltung/diem/awn/dokumentenliste_afw/3_1_3_anleitung_mapservice.pdf,PDF,,Yes,N/A,Mapservice,"Maps, infrastructures and territorial planning",graubunden,,N/A,N/A,1,False,53,14,0,True,False,0,1,2899,True,True,False,False,False,False,False,80,3,11,True,False
https://www.gr.ch/DE/institutionen/verwaltung/diem/awn/dokumentenliste_afw/3_1_3_kurzinfo_ereigniskataster.pdf,PDF,,Yes,N/A,Mapservice,"Maps, infrastructures and territorial planning",graubunden,,N/A,N/A,1,False,4,3,0,False,False,0,1,802,True,False,False,False,True,False,False,39,2,0,True,False
https://www.fr.ch/sites/default/files/2018-10/regbl-catalogue_caracteres_batiments_et_logements_v4.0-fr-2017-30.08.17_de_0.pdf,PDF,,Yes,N/A,GWR,"Maps, infrastructures and territorial planning",freiburg,,N/A,N/A,1,False,198,128,0,True,False,0,3,24351,True,True,False,False,True,True,False,504,382,225,True,False
https://www.fr.ch/sites/default/files/2018-10/Mode_demploi_RegBL_01.10.2011_avec_projet_-_communes_de1.pdf,PDF,,Yes,N/A,GWR,"Maps, infrastructures and territorial planning",freiburg,,N/A,N/A,1,False,99,18,0,False,False,0,1,2159,True,True,False,False,False,False,False,30,41,8,True,False
https://www.bsm.sid.be.ch/content/dam/bsm_sid/dokumente/de/bev%c3%b6lkerungsschutz/gefaehrdungsanalyse/Anleitung_Geoportal_Gefahrenanalyse_DE.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",bern,,N/A,N/A,1,False,4,3,0,True,False,0,2,106,True,False,False,False,False,False,False,4,0,0,True,False
https://www.bs.ch/dam/jcr:96c7ad68-47b4-408c-a4ec-ba7768a7ec06/Organisatorische%20Wegleitung%20Geobasisdaten%20BS.pdf,PDF,,Yes,N/A,Geobasis,"Maps, infrastructures and territorial planning",basel_stadt,,N/A,N/A,1,False,1,16,0,True,False,0,1,3481,True,True,False,True,False,False,False,101,33,20,True,False
https://www.agi.dij.be.ch/content/dam/agi_dij/dokumente/de/agi-dienste-merkblatt-geodienste-de.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",bern,,N/A,N/A,1,False,2,4,0,True,False,0,1,685,True,True,False,False,False,False,False,39,3,1,True,False
https://www.agi.dij.be.ch/content/dam/agi_dij/dokumente/de/agi-dienst-kurzanleitung-einbindung-wms-de.pdf,PDF,,Yes,N/A,Geoportal,"Maps, infrastructures and territorial planning",bern,,N/A,N/A,1,False,12,8,0,False,False,0,1,620,True,True,False,False,False,False,False,15,0,12,True,False
