page_link,page_is_about_software,page_is_software_guide,page_contains_software_guide,type_of_software_guide,page_content,canton
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/3-zustaendigkeit/3-1-zustaendigkeitsordnung-in-der-sozialhilfe/3-1-04-unterstuetzungszustaendigkeit-fuer-personen-des-asyl-und-fluechtlingsbereichs/versions/2.html,No,No,No,,"The page details the responsibility for support for individuals in the asylum and refugee sector in the Canton of Zürich, including legal foundations, regulations, and procedures related to asylum and temporary protection.",zurich
https://www.zh.ch/de/planen-bauen/bauvorschriften/bauvorschriften-gebaeude-energie/heizungsersatz.html,No,No,No,,"The page outlines regulations and guidelines for replacing heating systems in the Canton of Zürich, emphasizing the use of renewable energies and providing detailed information on procedures, exceptions, and available forms and tools.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-alphabetisierungskurs.html,No,No,No,,The page could not be found (404 error).,zurich
https://www.zh.ch/de/gesundheit/gesundheitsberufe/pharmazie/bewilligung-taetigkeit-unter-aufsicht.html,No,No,No,,"The page provides instructions on how to apply for a permit to employ a pharmacist under supervision in the Canton of Zürich, including requirements, fees, processing time, and necessary documents.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-organisation/schulstufen-uebergaenge/kindergarten-planungshinweise-fuer-schulen.html,No,No,No,,"The page provides planning guidance for schools regarding kindergarten in the Canton of Zürich, including organizational and pedagogical materials, transition guidance, and resources for involving parents and community.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2006-brb-27-volksschule-mittel-und-oberstufe-lehrmittel-zur-informatik-und.html,Yes,No,No,,"The page details the creation of a new teaching material for computer science and media education for middle and upper school levels in the Canton of Zürich. It outlines the need for an updated curriculum, the concept, content, form, and financial aspects of the new material, and the timeline for its development.",zurich
https://www.zh.ch/de/bildung/weiterbildung-hoehere-berufsbildung/grundkompetenzen-erwachsene.html,Yes,No,Yes,Webpage,"The page outlines the ""Grundkompetenzen Erwachsene"" program in the Canton of Zürich, aimed at supporting adults with basic competencies for everyday life and work. It includes information about digital competencies, the introduction of a digital learning platform (eLounge), and various initiatives to support adults in using information and communication technologies (ICT).",zurich
https://www.zh.ch/de/arbeiten-beim-kanton/berufsbildung-mit-perspektiven.html,Yes,No,Yes,Webpage,"The page provides an overview of various vocational training opportunities in the Canton of Zürich, including commercial, technical, scientific, and gastronomic fields. It highlights ICT professions, such as ""Entwickler/in digitales Business EFZ,"" ""ICT-Fachfrau/Fachmann EFZ,"" ""Informatikerin/Informatiker EFZ Fachrichtung Applikationsentwicklung,"" and ""Informatikerin/Informatiker EFZ Fachrichtung Plattformentwicklung,"" detailing their roles, responsibilities, and skills required.",zurich
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/muster/servicebox.zhweb-noredirect.zhweb-cache.html?node-id=18473%3A158885,Yes,No,No,,"The page describes the ""Servicebox"" feature used in websites and web applications.",zurich
https://www.zh.ch/de/wirtschaft-arbeit/wirtschaftsstandort/wirtschaftszweige/kreativwirtschaft.html,"Yes (Partially, in the context of creative industries)",No,No,,"The page discusses the creative economy in Zurich, including the software and games industry.",zurich
https://www.zh.ch/de/gesundheit/spitaeler-kliniken/spitalplanung/archiv-projekt-spitalplanung-2023.html,No,No,No,,The page details the hospital planning project for 2023 in Zurich.,zurich
https://www.zh.ch/de/arbeiten-beim-kanton/fuer-hr-profis/handbuch-personalrecht/definition/datenschutz-sap-hcm/sap-hcm/sicherstellung-einheitliches-sap-om-weisung.html,Yes,No,No,,The page contains a directive regarding the uniform implementation of SAP Organizational Management (OM).,zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-anstellung-arbeit/volksschule-lohn-und-zulagen/mobile-abo.html,No,No,No,,The page provides information about mobile subscriptions available to teachers and school leaders in the Canton of Zurich.,zurich
https://www.zh.ch/de/gesundheit/lebensmittel/exportzertifikate.html,No,No,No,,The page provides information on how to apply for export certificates for businesses located in the Canton of Zurich.,zurich
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/11-weitere-leistungen-soziale-sicherheit/11-2-bedarfsleistungen/11-2-04-ausbildungsbeitraege.html,No,No,No,,The page outlines the principles and regulations regarding educational contributions in the Canton of Zurich.,zurich
https://www.zh.ch/de/politik-staat/kanton/kantonale-verwaltung/versicherungen-schadenfaelle.html,No,No,No,,The page provides information about insurance and damage cases in the Canton of Zurich.,zurich
https://www.zh.ch/de/steuern-finanzen/steuern/quellensteuer/quellensteuer-abrechnen/equest-abrechnen.html,Yes,Yes (web portal guide),Yes,Webpage,The page provides a comprehensive guide on how to use the eQuest web portal for withholding tax accounting in the Canton of Zurich.,zurich
https://www.zh.ch/de/umwelt-tiere/abfall-rohstoffe/abfaelle/informationen-gemeinden/abfallverordnung.html,No,No,No,,The page provides guidance on creating municipal waste regulations in the Canton of Zurich.,zurich
https://www.zh.ch/de/mobilitaet/fuehrerausweis-fahren-lernen/verkehrsmedizin/fahreignungsabklaerung.html,No,No,No,,"The page provides information on how to apply for a traffic medical or psychological assessment in Zurich, including details on the process, costs, and requirements.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2007-brb-14-volksschule-mathematiklehrmittel-fuer-die-sekundarstufe-neusch.html,Yes,No,Yes,"CD-ROM, DVD","The page details the concept for the creation of an intercantonal mathematics textbook for secondary level I, including the production of software components such as CD-ROMs and DVDs for educational purposes.",zurich
https://www.zh.ch/de/politik-staat/opendata/leitlinien.html,Yes,No,No,,"The page outlines the guidelines for providing open government data in the Canton of Zurich, including the process of making data machine-readable and freely available to the public.",zurich
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/inhalte-gestalten/services-anbieten/online-formulare-erstellen.html,Yes,No,No,,"The page provides guidelines for creating online forms for the Canton of Zurich's websites and web applications, focusing on user needs, data privacy, and design principles.",zurich
https://www.zh.ch/de/familie/lebensereignisse.html,No,No,No,,"The page provides information on various life events related to family matters in Zurich, including name changes, civil status events abroad, and paternity recognition.",zurich
https://www.zh.ch/de/bildung/jobs-ausbildungen-im-schulfeld/aus-und-weiterbildungen-im-schulfeld/kursangebot-des-volksschulamts.html,No,No,Yes,Online Handbook,"The page offers information on various courses and training programs for school authorities in Zurich, including an online handbook for school boards and school leaders with instructions and guidance on school management.",zurich
https://www.zh.ch/de/steuern-finanzen/steuern/steuern-juristische-personen/steuererleichterung-beantragen.html,No,No,No,,The page is not accessible (404 error).,zurich
https://www.zh.ch/de/planen-bauen/tiefbau/strassenanlagen/strassenentwaesserung.html,No,No,Yes,PDF Documents,"The page details the strategy for road drainage in the Canton of Zurich, including guidelines, regulations, and downloadable PDF documents related to the planning and execution of water protection measures.",zurich
https://www.zh.ch/de/umwelt-tiere/energie/grossverbraucher.html,No,No,Yes,"PDF Documents, Excel Tools","The page provides information on energy analysis for large consumers in the Canton of Zurich, including guidelines, agreements, requirements, and downloadable PDF documents and Excel tools for energy consumption analysis.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-fuehrung/volksschule-finanzen-infrastruktur/bildung-und-ict.html,Yes,No,No,,"The page provides information and support tools for schools in Zurich to implement their local media and ICT concepts, including details on infrastructure development, digital transformation, and VoIP telephony solutions.",zurich
https://www.zh.ch/de/politik-staat/gesetze-beschluesse/beschluesse-des-regierungsrates/rrb/regierungsratsbeschluss-1636-2009.html,Yes,No,No,,"Dringliche Anfrage Claudio Schmid, Bülach, und Hans Egli, Steinmaur, betreffend flächendeckende Einführung der Software SAP an Hochschulen, Beantwortung.",zurich
https://www.zh.ch/de/bildung/jobs-ausbildungen-im-schulfeld/stellenboerse-im-schulfeld.html,No,No,No,,"Information about job vacancies and application procedures in the educational field, including regular schools, special education institutions, and school assistance positions in the Canton of Zurich.",zurich
https://www.zh.ch/de/sicherheit-justiz/delikte-praevention/sicherheit-im-alter.html,No,No,No,,"Information on safety measures for the elderly, including protection against various forms of crime such as theft, fraud, and internet dangers, and tips for personal security and well-being.",zurich
https://www.zh.ch/de/umwelt-tiere/tiere/nutztiere-pferde.html,No,No,No,,"Information on the regulations and guidelines for keeping and transporting farm animals and horses, including registration, animal welfare, safety measures, and related documents in the Canton of Zurich.",zurich
https://www.zh.ch/de/bildungsdirektion/fachstelle-fuer-schulbeurteilung/organisation.html,No,No,No,,"Information about the organization of the Fachstelle für Schulbeurteilung, including team members, vision, mission, quality management, and contact details.",zurich
https://www.zh.ch/de/politik-staat/streitigkeiten-vor-verwaltungsgericht/informationen-zum-gerichtsverfahren.html,No,No,No,,"Information on the procedures for filing a complaint with the administrative court, including principles, deadlines, costs, electronic legal transactions, certificates, alternatives to legal remedies, and contact information.",zurich
https://www.zh.ch/de/umwelt-tiere/abfall-rohstoffe/altlasten-belastete-standorte/schiessanlagen.html,No,No,No,,"Information on shooting ranges in the Canton of Zurich, including regulations, financing, technical standards, and environmental considerations such as emission-free artificial bullet catch systems, sanitation, and lead recovery.",zurich
https://www.zh.ch/de/migration-integration/asyl/asylfuersorge.html,No,No,No,,"Information on asylum care in the Canton of Zurich, including the asylum process, housing, medical assistance, support for municipalities, legal regulations, and contact details.",zurich
https://www.oetwiladl.ch/,No,No,No,,"The website provides information about upcoming events, announcements, and local news in Oetwil an der Limmat, including details about Waldbrandgefahr, Kellerfest, ZVV-ActionPass, Vogelgrippe, and Limeco 2050.",zurich
https://www.zh.ch/de/umwelt-tiere/naturschutz/unterlagen-beauftragte-naturschutz.html,No,No,No,,"The page provides information and documents for those involved in nature conservation, including forms for planning, engineering, consulting, and service contracts, guidelines for unincorporated contractors, general contract conditions, and details about the BioDivCollector and other related websites.",zurich
https://www.zh.ch/de/steuern-finanzen/steuern/treuhaender/steuerbuch/steuerbuch-definition/zstb-26-1.html,No,No,No,,"The page details a directive from the Finance Directorate regarding the lump-sum taxation of professional expenses for self-employed individuals, including regulations for travel between home and work, meal expenses, other professional expenses, and deductions for professional training, effective from the tax period 2022.",zurich
https://www.zh.ch/de/sicherheit-justiz/delikte-praevention/betrugsformen.html,No,No,No,,"The page outlines various forms of fraud, including phone scams, phishing, swindling, door-to-door trickery, and other deceptive practices. It provides advice on how to protect oneself and what to do if one has been victimized, including contacting the police.",zurich
https://www.zh.ch/de/familie/angebote-fuer-familien-mit-kindern/kinder-und-jugendhilfezentren/veranstaltungen-kurse-kjz/fit-for-family/fit-for-family-online.html,No,No,No,,"The page offers information about ""Fit for Family online,"" a series of online workshops for parents. These ""Erziehungs-Snacks"" or educational snacks are conducted via Zoom and provide practical tips and a platform for parents to exchange ideas.",zurich
https://www.zh.ch/de/umwelt-tiere/naturschutz/vernetzungsprojekte.html,No,No,No,,"The page provides comprehensive information about networking projects in the Canton of Zurich, aimed at preserving and promoting biodiversity. It includes details about the purpose, implementation, guidelines, requirements, and various documents related to the projects, such as guidelines, checklists, and instructions for creating project reports.",zurich
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/3-zustaendigkeit/3-1-zustaendigkeitsordnung-in-der-sozialhilfe/3-1-04-unterstuetzungszustaendigkeit-fuer-personen-des-asyl-und-fluechtlingsbereichs/versions/4.html,No,No,No,,"Unfortunately, the content of this page could not be retrieved.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-deutsch-lokal.html,No,No,No,,"The page returned a 404 error, indicating that the content is not available.",zurich
https://www.zh.ch/de/bildung/berufs-studien-laufbahnberatung/ausbildungsbeitraege/hilfe-beim-beantragen-von-ausbildungsbeitraegen.html,No,No,No,,"The page provides detailed instructions on how to apply for educational grants online through a secure electronic channel. It includes a step-by-step guide, video tutorial, deadlines, required documents, and information on how to fill out the application, submit necessary attachments, and follow up on the application process.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/,No,No,No,,"Unfortunately, the content of this page could not be retrieved.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2019-brb-14-volksschule-neues-lehrmittel-schauplatz-ethik.html,No,No,No,,"The page discusses the regulation and implementation of a new educational material called ""Schauplatz Ethik"" for primary and secondary schools in the Canton of Zürich. It outlines the development process, content, and structure of the material, focusing on ethical and philosophical questions.",zurich
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/2-organisation-in-der-sozialhilfe/2-3-aufgaben-des-kantonalen-sozialamts/2-3-05-aufgaben-der-abteilung-asylkoordination.html,No,No,No,,"The page outlines the responsibilities of the Asylkoordination department in the Canton of Zürich, focusing on the placement and support of asylum seekers and refugees, including their integration, healthcare, financial assistance, and return counseling.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2014-brb-10-deutsch-als-zweitsprache--daz-berichterstattung-bezueglich-kom.html,No,No,No,,"The page details an evaluation of German as a Second Language (DaZ) teaching materials in the Canton of Zürich, focusing on their compatibility with the Lehrplan 21. It includes assessments of specific materials, recommendations for improvements, and a decision by the Bildungsrat regarding the development of new teaching materials.",zurich
https://www.zh.ch/de/bildung/berufs-studien-laufbahnberatung/ausbildungsbeitraege.html,No,No,No,,"The page provides information about educational grants in the Canton of Zürich, including the application process, eligibility criteria, alternatives to cantonal grants, and contact details. It also mentions the revised scholarship law effective from January 1, 2021, and the current processing times for applications.",zurich
https://www.zh.ch/de/politik-staat/kanton/kantonale-verwaltung/beschaffung-einkaeufe/handbuch-fuer-vergabestellen.html,No,No,No,,"The page is not accessible, and a 404 error is displayed.",zurich
https://www.zh.ch/de/politik-staat/beglaubigungen/beglaubigung-bestellen.html,No,No,No,,"The page provides detailed instructions on how to order official document certifications from the Canton of Zürich for use abroad. It includes step-by-step guidance, fees, contact information, and specific procedures for different types of documents.",zurich
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/13-integrationsmassnahmen/13-1-allgemeines-zur-beruflichen-und-sozialen-integration/13-1-05-auftrag-der-kantonalen-und-staedtischen-integrationsfachstellen.html,No,No,No,,"The page details the responsibilities and functions of the Cantonal Integration Office and city-specific integration departments in Zürich and Winterthur. It includes information on coordination, consultation, support, project promotion, and specific integration programs, such as the Cantonal Integration Program (KIP) and the Integrationsagenda in the Canton of Zürich.",zurich
https://www.zh.ch/de/politik-staat/gesetze-beschluesse/beschluesse-des-regierungsrates/rrb/regierungsratsbeschluss-945-2015.html,Yes,No,No,,"The page refers to a decision by the Canton of Zürich's Baudirektion regarding the ""Migrationsprojekt MIT16,"" which involves the renewal of PC clients and software. The decision document (RRB-2015-0945) is available for download.",zurich
https://www.zh.ch/de/sport-kultur/sport/ausbildung-im-sport/jugend-sport.html,No,No,No,,"The page is about the ""Jugend+Sport"" program in the Canton of Zürich, focusing on the promotion of sports activities for children and teenagers.",zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-schulinfo-unterricht/volksschule-schulinfo-unterrichtsentwicklung.html,No,No,No,,"The page provides information on competency-oriented teaching, language promotion, and school development programs in the Canton of Zürich.",zurich
https://www.zh.ch/en/wirtschaft-arbeit/zuercher-wirtschaftszahlen/cluster-daten/kreativwirtschaft.html,No,No,No,,The page provides information about the creative industries in the Canton of Zürich.,zurich
https://www.zh.ch/de/migration-integration/einbuergerung/informationen-fuer-behoerden-zur-einbuergerung/grundkenntnistest-gemeinden-schulen/grundkenntnistest-anmeldung.html,No,No,No,,The page provides information about the Cantonal Basic Knowledge Test in Zürich.,zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2016-brb-33-volksschule-neuschaffung-eines-lehrmittels-ethik.html,No,No,No,,"The page details the creation of a new teaching material ""Ethics"" for grades 1-9 in the Canton of Zürich.",zurich
https://www.zh.ch/de/steuern-finanzen/steuern/steuern-juristische-personen/steuerwissen-juristische-personen/spesenreglement-genehmigen-lassen.html,No,No,No,,The page provides instructions for companies in the Canton of Zürich to submit a request for approval of expense regulations.,zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2013-brb-36-volksschule-deutsch-auf-der-unterstufe-anforderungskatalog.html,No,No,No,,The page outlines the requirements and concept for a new teaching material for German language instruction in the 2nd and 3rd primary grades in the Canton of Zürich.,zurich
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-schulinfo-unterricht/fachbereiche-und-module.html,No,No,No,,"The page outlines the six subject areas of the Zürich Curriculum 21, including languages, mathematics, natural sciences, design, music, and physical education.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-kompetenzerfassung.html,No,No,No,,"The page returned a 404 error, and therefore, no content is available.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2005-brb-33-volksschule-oberstufe-lesewelten-schaffung-beteiligung-an.html,No,No,No,,"The page discusses the creation and implementation of a German language teaching tool called ""Lesewelten"" for secondary schools, focusing on literary reading and learning. It includes details about the concept, financial aspects, and project structure.",zurich
https://www.zh.ch/de/sport-kultur/kultur/kulturerbe/mein-kulturerbe.html,No,No,No,,"The page describes the ""mein Kulturerbe vor der Haustür"" project, a platform for sharing personal memories, discoveries, and wishes related to cultural heritage. It includes details about participation, project ideas, and educational resources.",zurich
https://www.zh.ch/de/umwelt-tiere/abfall-rohstoffe/abfaelle/informationen-gemeinden.html,No,No,No,,"The page provides comprehensive information and guidance to municipalities on waste management and disposal of household waste. It includes details on community counseling, waste disposal, biogenic waste, plastics, and related topics.",zurich
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/3-zustaendigkeit/3-1-zustaendigkeitsordnung-in-der-sozialhilfe/3-1-04-unterstuetzungszustaendigkeit-fuer-personen-des-asyl-und-fluechtlingsbereichs.html,No,No,No,,"The page outlines the support responsibility for persons in the asylum and refugee sector in Switzerland, detailing legal foundations, explanations, jurisdiction, and practice aids. It includes information on asylum law, temporary protection, and support measures for refugees.",zurich
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2012-brb-45-mittelschulen-projekt-selbst-organisiertes-lernen-sol.html,No,No,No,,"The page details the project ""Selbst organisiertes Lernen (SOL)"" at gymnasial middle schools in the Canton of Zürich, focusing on the development of self-organized learning methods. It includes information about the project's goals, implementation, evaluation, and recommendations for future development.",zurich
https://www.zh.ch/de/bildung/berufslehre/informationen-berufslehre-betriebe/dokumente-fuer-die-bildungsbewilligung.html,No,No,No,,"The page provides information on additional documents required for educational authorization in various professions, including dental assistants, medical practice assistants, and logistics specialists. It includes specific requirements for each profession, such as copies of diplomas, work certificates, and permits.",zurich
https://www.zh.ch/de/politik-staat/opendata/offene-geodaten.html,No,No,No,,"The page provides information on how to access open geodata sets of the Canton of Zürich through the GIS-Browser or Geoservices (WMS, WFS, WCS). It includes links to guides, documentation, and legal foundations related to geoinformation.",zurich
https://www.zh.ch/de/bildung/jobs-ausbildungen-im-schulfeld/aus-und-weiterbildungen-im-schulfeld/ausbildungen-fuer-schulleitende.html,No,No,No,,"The page provides information on training programs for school leaders in the Canton of Zürich. It includes details about various educational and mentoring programs, training offers, and a handbook for school authorities and school leaders, mainly offered by the Pädagogische Hochschule Zürich (PHZH).",zurich
https://www.zh.ch/de/politik-staat/wahlen-abstimmungen/kantons-regierungsratswahlen.html,No,No,No,,"The page provides detailed information on the Cantonal and Government Council elections in Zürich, held on February 12, 2023. It includes information on the election procedure, results, distribution of seats, voting methods, legal foundations, and downloadable documents related to the elections.",zurich
https://www.zh.ch/en/wirtschaft-arbeit/wirtschaftsstandort/wirtschaftszweige/kreativwirtschaft.html,Yes,No,No,,"The page discusses the creative industries in Zurich, including the software and game industry, highlighting key players, statistics, and the economic significance of the sector.",zurich
https://www.zh.ch/de/wirtschaft-arbeit/domain-zuerich/registrierungsinfo.html,No,No,No,,"The page provides information regarding the registration of .zuerich domains, including eligibility criteria, guidelines, and the process for registration.",zurich
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/online-handbuch-iazh/finanzierung-reporting/reporting-iazh--anleitung-und-erlaeuterungen.html,No,Yes (webpage guide),No,Webpage,"The page provides a detailed guide and instructions for reporting within the Integration Agenda of the Canton of Zurich (IAZH), including data collection, transmission, financial accounting, and the use of specific tools like Excel templates and Fallführungssoftware.",zurich
https://www.zh.ch/de/politik-staat/gesetze-beschluesse/beschluesse-des-regierungsrates/rrb/regierungsratsbeschluss-94-2009.html,Yes,No,No,,"The page details a government resolution (Nr. 94/2009) regarding the introduction of new school administration software (TABS-EDV) in vocational schools, including the accounting process.",zurich
https://www.zh.ch/de/bildung/berufs-studien-laufbahnberatung/ausbildungsbeitraege/hilfe-beim-beantragen-von-ausbildungsbeitraegen/fuer-zhservices-business-anmelden.html,Yes,Yes (webpage guide),Yes,PDF,"The page provides instructions for institutions to register for ZHservices Business, a digital platform for handling various administrative tasks with the cantonal administration. It includes guides for registration and data transfer in PDF format.",zurich
https://www.zh.ch/de/familie/angebote-fuer-familien-mit-kindern/elternbildung/elternbildung-organisieren-referieren/toolbox-und-stammtisch-elternbildung.html,No,Yes (webpage guide),Yes,"PDF, DOCX","The page offers a toolbox and resources for organizing parent education, including downloadable guides in PDF and DOCX formats on topics such as planning, conducting, and evaluating parent education events.",zurich
https://www.zh.ch/de/sport-kultur/sport/sport-an-der-schule/sport-in-der-tagesstruktur/ausbildung-j-s-kindersport-fuer-tagesstrukturen.html,No,Yes (webpage guide),Yes,PDF,"The page provides information about the J+S-Allround (Children) training for supplementary school care, including course details, eligibility, and downloadable PDF guides for sample children's sports courses.",zurich
https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/gewaesserschutz/grundwasserschutz.html,No,Yes (webpage guide),Yes,"PDF, DOCX","The page provides comprehensive information on groundwater protection in the Canton of Zurich, including regulations, zoning, and downloadable guides in PDF and DOCX formats for creating protection zone regulations, guidelines, and other related documents.",zurich
